样本id,A1,A3,A4,A5,A6,A10,A12,A13,A15,A17,A18,A19,A21,A22,A23,A25,A27,B1,B2,B3,B6,B8,B12,B13,B14,收率,A7-A5,A9-A7,A11-A9,A14-A11,A16-A14,A20s-A16,A20e-A20s,A24-A20e,A26-A24,A28s-A26,A28e-A28s,B4s-A28e,B4e-B4s,B5-B4e,B7-B5,B9s-B7,B9e-B9s,B10s-B9e,B10e-B10s,B11s-B10e,B11e-B11s
sample_130,300,405.0,700,79200,21.0,100,100,0.2,104.0,108.0,0.2,200,50.0,9.0,5.0,70,78,380.0,3.5,3.5,71,50.0,800.0,0.15,400,0.902,1.9997222222222222,23.50027777777778,0.49972222222222223,1.5002777777777778,1.0,0.0,1.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,2.0,11.999722222222223,0.0
sample_190,300,405.0,700,79200,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,78,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.902,1.9997222222222222,0.0002777777777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_137,300,405.0,700,79200,29.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,0.983,1.9997222222222222,0.0002777777777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1471,300,405.0,700,19800,50.0,101,102,0.2,103.0,102.0,0.2,300,50.0,9.0,5.0,70,75,360.0,3.5,3.5,65,45.0,800.0,0.15,400,0.902,18.49972222222222,7.000277777777778,1.0,1.0,1.0,0.0,0.5,0.5,0.5,4.666666666666667,0.5,0.3333333333333333,2.0,0.0,5.0,0.5,1.5,0.5,1.5,19.99972222222222,0.0
sample_1827,300,405.0,700,50400,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,0.983,9.999722222222223,16.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1279,300,405.0,700,50400,29.0,101,103,0.2,105.0,107.0,0.2,200,50.0,9.0,5.0,78,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,0.971,9.999722222222223,16.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_895,300,405.0,700,46800,39.0,100,103,0.2,104.0,103.0,0.2,300,50.0,9.0,5.0,70,75,350.0,3.5,3.5,52,45.0,800.0,0.15,400,0.89,0.16666666666666666,1.5,1.0,1.0,1.0,0.8333333333333334,0.5,0.0,0.5,9.0,0.5,0.0,1.0,0.0,4.5,0.0,1.5,1.5,1.5,8.999722222222223,0.0
sample_198,300,405.0,700,50400,29.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,78,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,0.971,9.999722222222223,16.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_291,300,,980,57600,21.0,100,101,0.2,102.0,102.0,0.2,300,30.0,10.0,5.0,70,78,320.0,3.5,3.5,60,40.0,800.0,0.15,400,0.902,7.999722222222222,17.50027777777778,1.0,20.0,6.0,8.0,0.5,0.5,0.5,5.0,1.0,0.0,1.0,0.0,2.5,1.0,1.5,0.5,3.5,1.9997222222222222,0.0
sample_1936,300,405.0,700,75600,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0.943,2.999722222222222,23.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,12.999722222222223,0.0,0.0,0.0
sample_37,300,405.0,700,63000,24.0,100,102,0.2,102.0,102.0,0.2,300,50.0,10.0,5.0,70,78,310.0,3.5,3.5,60,40.0,800.0,0.15,400,0.8909999999999999,6.499722222222222,19.00027777777778,1.0,1.0,1.0,5.0,0.5,0.0,0.5,7.0,1.0,0.0,1.5,0.0,2.5,0.5,1.5,0.5,1.5,3.999722222222222,0.0
sample_768,300,405.0,700,75600,28.0,102,104,0.2,105.0,106.0,0.2,200,50.0,9.0,5.0,80,73,310.0,3.5,3.5,80,45.0,1200.0,0.15,440,0.93,2.999722222222222,23.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,3.5,12.499722222222223,0.0,0.0,0.0
sample_233,300,405.0,700,79200,30.0,100,104,0.2,105.0,107.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,79,45.0,1200.0,0.15,420,0.959,1.9997222222222222,0.0002777777777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_646,300,405.0,700,79200,29.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,0.983,1.9997222222222222,0.0002777777777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_34,300,405.0,700,52200,22.0,100,104,0.2,106.0,105.0,0.2,300,40.0,9.0,5.0,70,78,300.0,3.5,3.5,60,40.0,800.0,0.15,440,0.967,9.499722222222223,15.500277777777777,1.0,1.0,1.0,0.5,0.5,0.0,0.5,8.0,1.0,0.0,1.0,0.0,6.0,0.5,1.5,0.5,1.5,7.999722222222222,0.0
sample_1113,300,405.0,700,64800,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,78,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.913,5.999722222222222,20.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1932,300,405.0,700,50400,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,460,0.985,9.999722222222223,16.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,18.99972222222222,0.0,0.0,0.0
sample_1069,300,405.0,700,45000,21.0,100,102,0.2,104.0,105.0,0.2,300,50.0,9.0,5.0,70,78,330.0,3.5,3.5,65,45.0,800.0,0.15,420,0.947,11.499722222222223,14.000277777777777,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,1.5,0.0,3.0,2.0,1.5,0.5,1.5,18.49972222222222,0.0
sample_866,300,405.0,700,66600,24.0,100,102,0.2,103.0,104.0,0.2,300,30.0,9.0,5.0,70,78,300.0,3.5,3.5,60,40.0,800.0,0.15,400,0.879,5.499722222222222,20.00027777777778,1.0,1.0,1.0,6.5,0.5,0.0,0.5,8.5,1.0,0.0,1.5,0.0,2.0,23.5,1.5,0.5,1.5,1.4997222222222222,0.0
sample_342,300,405.0,700,9000,36.0,100,102,0.2,104.0,104.0,0.2,300,50.0,9.0,5.0,70,75,360.0,3.5,3.5,56,28.0,800.0,0.15,400,0.8909999999999999,0.25,1.75,1.0,1.0,1.0,4.0,0.5,0.5,2.5,4.5,0.5,0.0,2.0,0.0,3.0,0.0,1.5,0.5,1.5,19.49972222222222,0.0
sample_1086,300,405.0,700,79200,28.0,100,101,0.2,103.0,105.0,0.2,300,50.0,9.0,5.0,70,78,340.0,3.5,3.5,65,45.0,800.0,0.15,400,0.8909999999999999,1.9997222222222222,23.50027777777778,1.0,1.0,1.0,2.0,0.5,0.5,0.5,7.0,1.0,0.0,1.5,0.0,3.5,0.0,1.5,1.0,1.5,0.9997222222222222,0.0
sample_1448,300,405.0,700,61200,23.0,100,102,0.2,102.0,102.0,0.2,300,50.0,10.0,5.0,70,78,310.0,3.5,3.5,60,45.0,800.0,0.15,400,0.8909999999999999,6.999722222222222,18.00027777777778,1.0,1.0,1.0,4.0,0.5,0.0,0.5,9.0,1.0,0.0,1.5,0.0,2.5,0.5,1.5,0.0,2.0,3.999722222222222,0.0
sample_200,300,405.0,700,21600,29.0,102,104,0.2,106.0,107.0,0.2,200,50.0,9.0,5.0,80,72,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.913,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_430,300,,980,21600,20.0,100,102,0.2,104.0,106.0,0.2,100,50.0,9.0,5.0,80,78,280.0,3.5,3.5,65,45.0,800.0,0.15,400,0.902,17.99972222222222,7.500277777777778,1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.5,1.0,4.999722222222222,0.0
sample_1723,300,405.0,700,79200,29.0,101,103,0.2,105.0,107.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,79,45.0,1200.0,0.15,400,0.925,1.9997222222222222,0.0002777777777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1419,300,405.0,700,18000,24.0,100,102,0.2,103.0,104.0,0.2,300,30.0,9.0,5.0,70,78,310.0,3.5,3.5,60,45.0,800.0,0.15,420,0.923,18.99972222222222,6.000277777777778,1.5,1.0,1.0,2.0,0.5,0.0,0.5,6.0,0.5,0.0,1.5,0.0,6.5,0.0,1.5,1.0,1.5,16.99972222222222,0.0
sample_1965,300,405.0,700,50400,29.0,102,104,0.2,105.0,106.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0.93,9.999722222222223,16.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,18.99972222222222,0.0,0.0,0.0
sample_877,300,405.0,700,23400,21.0,100,104,0.2,102.0,104.0,0.2,300,20.0,9.0,5.0,70,75,330.0,3.5,3.5,65,28.0,800.0,0.15,400,0.902,0.5,1.25,1.0,1.0,1.0,2.75,0.5,0.0,0.5,10.0,0.5,0.0,2.0,0.0,4.5,0.0,1.5,14.499722222222223,0.0,0.0,0.0
sample_731,300,405.0,700,79200,27.0,102,104,0.2,105.0,106.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0.93,1.9997222222222222,23.50027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.5,0.0,4.0,11.999722222222223,0.0,0.0,0.0
sample_920,300,405.0,700,13500,40.0,100,103,0.2,102.0,103.0,0.2,300,50.0,9.0,5.0,70,75,370.0,3.5,3.5,60,45.0,800.0,0.15,400,0.902,0.08333333333333333,1.9166666666666667,1.0,1.0,1.0,2.75,0.5,0.0,0.5,4.5,0.5,0.0,2.0,0.0,7.5,0.0,1.5,1.0,1.5,16.99972222222222,0.0
sample_298,300,,980,46800,21.0,100,101,0.2,103.0,103.0,0.2,300,40.0,10.0,5.0,70,78,300.0,3.5,3.5,65,40.0,800.0,0.15,400,0.902,10.999722222222223,14.500277777777777,1.0,1.0,1.0,0.0,0.5,0.0,0.5,10.5,1.0,0.0,1.5,0.0,3.5,1.5,1.5,0.5,1.5,7.999722222222222,0.0
sample_74,300,405.0,700,50400,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.8909999999999999,9.999722222222223,16.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1418,300,405.0,700,64800,24.0,100,102,0.2,104.0,104.0,0.2,300,40.0,10.0,5.0,70,78,310.0,3.5,3.5,60,40.0,800.0,0.15,420,0.935,5.999722222222222,19.50027777777778,1.0,1.0,1.0,1.5,0.5,0.0,0.5,9.5,1.0,0.0,1.0,0.0,3.0,1.0,1.5,0.5,1.5,3.999722222222222,0.0
sample_808,300,405.0,700,75600,27.0,102,104,0.2,105.0,106.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0.93,2.999722222222222,23.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,11.999722222222223,0.0,0.0,0.0
sample_548,300,405.0,700,10800,21.0,100,102,0.2,103.0,104.0,0.2,300,50.0,9.0,5.0,70,78,340.0,3.5,3.5,65,45.0,800.0,0.15,440,0.967,20.99972222222222,4.500277777777778,1.0,1.0,1.0,0.5,0.5,0.5,0.5,7.0,1.0,0.0,1.0,0.0,5.5,0.0,1.5,1.0,1.5,19.99972222222222,0.0
sample_1604,200,270.0,470,0,21.0,100,103,0.2,103.0,105.0,0.2,300,30.0,9.0,5.0,70,78,200.0,3.5,3.5,65,45.0,400.0,0.15,280,0.947,23.99972222222222,1.5002777777777778,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,1.0,0.5,1.5,0.0,3.0,1.0,2.0,8.499722222222223,0.0,0.0,0.0
sample_1566,300,405.0,700,61200,21.0,100,102,0.2,104.0,103.0,0.2,300,50.0,9.0,5.0,75,70,330.0,3.5,3.5,65,45.0,800.0,0.15,400,0.902,0.5,1.5,1.0,1.0,1.0,2.5,0.5,0.5,0.5,8.5,0.5,0.0,2.0,0.0,4.0,0.0,1.5,0.5,1.5,3.499722222222222,0.0
sample_950,300,405.0,700,64800,22.0,100,104,0.2,106.0,106.0,0.2,300,50.0,10.0,5.0,70,76,340.0,3.5,3.5,68,45.0,800.0,0.15,400,0.902,5.999722222222222,19.00027777777778,1.0,1.0,1.0,0.16666666666666666,0.5,0.3333333333333333,0.5,0.0,1.0,0.5,1.0,0.0,2.0,0.16666666666666666,1.3333333333333333,0.16666666666666666,1.0,17.333055555555557,0.0
sample_1843,300,405.0,700,50400,29.0,101,103,0.2,104.0,104.0,0.2,200,50.0,9.0,5.0,79,75,330.0,3.5,3.5,79,45.0,1200.0,0.15,420,0.959,9.999722222222223,16.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.5
sample_1821,300,405.0,700,50400,30.0,101,103,0.2,106.0,107.0,0.2,200,50.0,9.0,5.0,78,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,0.983,9.999722222222223,16.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1828,300,405.0,700,79200,29.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,0.971,1.9997222222222222,0.0002777777777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_822,300,405.0,700,50400,27.0,102,104,0.2,105.0,106.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0.93,9.999722222222223,16.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,18.99972222222222,0.0,0.0,0.0
sample_664,300,405.0,700,79200,29.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,0.983,1.9997222222222222,0.0002777777777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1242,300,405.0,700,50400,29.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,78,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.936,9.999722222222223,16.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,8.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1564,300,405.0,700,73800,38.0,100,102,0.2,103.0,102.0,0.2,300,50.0,10.0,5.0,70,55,330.0,3.5,3.5,52,30.0,800.0,0.15,400,0.902,0.5,1.5,1.0,1.0,1.0,5.5,0.5,0.0,0.5,6.5,0.5,0.0,2.0,0.0,4.0,0.0,1.5,1.0,1.5,22.99972222222222,0.0
sample_1811,300,405.0,700,21600,29.0,101,103,0.2,105.0,107.0,0.2,200,50.0,9.0,5.0,79,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.925,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1928,300,405.0,700,21600,29.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0.93,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,2.999722222222222,0.0,0.0,0.0
sample_624,300,405.0,700,21600,29.0,102,103,0.2,105.0,107.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,79,45.0,1200.0,0.15,400,0.925,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1693,300,405.0,700,21600,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,0.959,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1662,300,405.0,700,21600,29.0,100,102,0.2,103.0,105.0,0.2,200,50.0,9.0,5.0,78,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.902,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1446,300,405.0,700,82800,21.0,100,102,0.2,103.0,104.0,0.2,300,50.0,9.0,5.0,70,78,310.0,3.5,3.5,62,40.0,800.0,0.15,400,0.8909999999999999,0.9997222222222222,0.0002777777777777778,1.0,1.0,1.0,3.5,0.0,0.0,0.5,7.5,1.0,0.0,1.5,0.0,4.0,0.0,1.5,0.5,1.5,23.49972222222222,0.0
sample_1719,300,405.0,700,81000,21.0,100,100,0.2,104.0,108.0,0.2,200,50.0,10.0,5.0,70,78,380.0,3.5,3.5,72,45.0,800.0,0.15,400,0.8909999999999999,1.4997222222222222,0.0002777777777777778,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,11.999722222222223,0.0
sample_1163,300,405.0,700,28800,29.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.902,15.999722222222223,10.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_213,300,405.0,700,50400,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,78,72,320.0,3.5,3.5,80,45.0,1200.0,0.15,420,0.947,9.999722222222223,16.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1641,300,405.0,700,21600,29.0,102,103,0.2,103.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.8909999999999999,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1036,300,405.0,700,43200,34.0,100,102,0.2,104.0,104.0,0.2,200,50.0,10.0,5.0,70,77,290.0,3.5,3.5,65,45.0,800.0,0.15,400,0.902,11.999722222222223,13.500277777777777,1.0,1.0,1.0,0.5,0.5,0.5,0.5,4.0,1.0,0.0,1.0,0.0,2.5,2.0,1.5,0.5,1.5,15.499722222222223,0.0
sample_1826,300,405.0,700,21600,29.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.913,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1857,300,405.0,700,21600,30.0,101,103,0.2,105.0,107.0,0.2,200,50.0,9.0,5.0,79,72,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.913,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_728,300,405.0,700,79200,28.0,100,104,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0.93,1.9997222222222222,0.0002777777777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,11.999722222222223,0.0,0.0,0.0
sample_1960,300,405.0,700,75600,29.0,102,104,0.2,105.0,106.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0.93,2.999722222222222,23.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,11.999722222222223,0.0,0.0,0.0
sample_702,300,405.0,700,21600,30.0,102,102,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,79,76,320.0,3.5,3.5,76,45.0,1200.0,0.15,400,0.925,17.99972222222222,8.000277777777777,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1023,300,405.0,700,-1,21.0,100,102,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,70,78,290.0,3.5,3.5,60,50.0,800.0,0.15,400,0.902,0.0,22.50027777777778,1.0,1.0,1.0,0.5,0.5,0.5,0.5,3.5,1.0,0.0,1.5,0.0,4.5,0.5,1.5,0.6666666666666666,1.6666666666666667,5.666388888888889,0.0
sample_1913,300,405.0,700,79200,29.0,101,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.8909999999999999,1.9997222222222222,0.0002777777777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1741,300,405.0,700,79200,29.0,100,102,0.2,104.0,107.0,0.2,200,50.0,9.0,5.0,79,72,320.0,3.5,3.5,79,45.0,1200.0,0.15,400,0.936,1.9997222222222222,0.0002777777777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_235,300,405.0,700,50400,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.913,9.999722222222223,16.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_1008,300,405.0,700,79200,21.0,100,101,0.2,103.0,104.0,0.2,200,50.0,9.0,5.0,70,78,290.0,3.5,3.5,60,40.0,800.0,0.15,400,0.902,1.9997222222222222,23.50027777777778,1.0,1.0,1.0,0.5,0.5,0.5,0.5,2.5,1.0,0.5,1.5,0.0,2.0,1.5,1.5,0.0,2.0,6.999722222222222,0.0
sample_979,300,405.0,700,39600,26.0,100,105,0.2,103.0,102.0,0.2,300,30.0,9.0,5.0,70,75,290.0,3.5,3.5,65,40.0,800.0,0.15,400,0.879,12.999722222222223,13.500277777777777,1.0,1.0,1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,1.0,0.0,2.0,3.3333333333333335,1.6666666666666667,0.8333333333333334,1.6666666666666667,18.99972222222222,0.0
sample_68,300,405.0,700,75600,18.0,100,106,0.2,106.0,107.0,0.2,300,50.0,9.0,5.0,70,76,350.0,3.5,3.5,70,45.0,800.0,0.15,400,0.902,2.999722222222222,22.00027777777778,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.5,0.0,1.1666666666666667,0.0,1.0,0.0,1.5,0.0,1.5,0.5,1.5,13.999722222222223,0.0
sample_25,300,405.0,700,79200,22.0,100,102,0.2,102.0,103.0,0.2,300,35.0,9.0,5.0,70,78,300.0,3.5,3.5,60,40.0,800.0,0.15,400,0.8909999999999999,1.9997222222222222,23.50027777777778,13.0,13.0,1.0,4.0,0.5,0.0,0.5,6.5,1.0,0.0,1.5,0.0,3.0,1.0,2.0,1.0,1.5,22.99972222222222,0.0
sample_1406,300,405.0,700,75600,21.0,100,101,0.2,105.0,104.0,0.2,300,30.0,9.0,5.0,70,78,300.0,3.5,3.5,60,40.0,800.0,0.15,400,0.902,2.999722222222222,22.50027777777778,1.0,1.0,1.0,5.0,0.5,0.0,0.5,6.5,1.0,0.0,1.5,0.0,2.5,1.5,1.5,1.0,2.0,22.99972222222222,0.0
sample_217,300,405.0,700,79200,29.0,102,103,0.2,104.0,105.0,0.2,200,50.0,9.0,5.0,78,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,400,0.902,1.9997222222222222,0.0002777777777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.5,0.0,1.5,0.0,1.0
sample_813,300,405.0,700,50400,27.0,102,103,0.2,105.0,106.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,440,0.93,9.999722222222223,16.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,18.99972222222222,0.0,0.0,0.0
sample_736,300,405.0,700,50400,27.0,102,104,0.2,105.0,106.0,0.2,200,50.0,9.0,5.0,80,73,320.0,3.5,3.5,80,45.0,1200.0,0.15,460,0.973,9.999722222222223,16.00027777777778,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,3.5,19.49972222222222,0.0,0.0,0.0
