A7-A5,A9-A7,A11-A9,A14-A11,A16-A14,A20s-A16,A20e-A20s,A24-A20e,A26-A24,A28s-A26,A28e-A28s,B4s-A28e,B4e-B4s,B5-B4e,B7-B5,B9s-B7,B9e-B9s,B10s-B9e,B10e-B10s,B11s-B10e,B11e-B11s
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
1800,3600,3600,3600,3600,10800,1800,1800,1800,23400,1800,1800,5400,0,10800,0,5400,3600,5400,14399,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
21599,72001,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
600,6000,3600,3600,3600,7800,1800,1800,1800,25200,1800,0,7200,0,9000,7200,5400,37799,0,0,0
37799,54001,3600,3600,3600,0,3600,0,1800,0,3600,0,3600,0,3600,0,3600,3600,3600,80999,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
900,6300,3600,3600,3600,12600,1800,0,1800,30600,1800,0,7200,0,12600,0,5400,1800,5400,12599,0
55799,36001,3600,3600,3600,7200,1800,1800,1800,25200,3600,0,3600,0,9000,14400,5400,1800,5400,44999,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
75599,18001,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,82801,3600,3600,3600,0,1800,0,1800,32400,3600,0,7200,0,7200,0,5400,7200,5400,7199,0
600,5400,3600,3600,3600,8400,1800,1800,1800,34200,1800,0,3600,0,14400,0,5400,1800,5400,30599,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,10800,46799,0,0,0
1800,5400,3600,3600,3600,16200,1800,0,1800,21600,1800,84600,7200,0,21600,0,7200,3600,7200,59399,0
35999,55801,3600,3600,3600,0,1800,1800,1800,18000,3600,0,3600,0,10800,0,7200,57599,0,0,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,5400
7199,1,3600,3600,3600,0,3600,1800,1800,0,3600,0,3600,0,7200,0,5400,1800,5400,41399,0
43199,48601,3600,3600,3600,1800,1800,1800,1800,0,3600,3600,5400,0,10800,10800,5400,3600,5400,57599,0
10799,81001,3600,3600,3600,9000,1800,1800,1800,19800,3600,0,5400,0,12600,9000,5400,1800,5400,3599,0
66599,25201,3600,3600,3600,7200,1800,1800,1800,14400,3600,0,5400,0,10800,7200,5400,7200,9000,61199,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
7199,84601,3600,7200,3600,82800,3600,900,3600,0,3600,0,4500,0,7200,0,3600,3600,3600,3600,3600
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,3600,0,3600,0,5400
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
48599,41401,3600,3600,3600,0,1800,0,1800,0,3600,0,3600,0,7200,1800,5400,3600,3600,1799,0
71999,21601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,57600,36000,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
1800,5400,3600,3600,3600,0,1800,30600,3600,1800,1800,32399,0,61201,18000,0,5400,3600,5400,79199,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
1500,6000,3600,3600,3600,12300,1800,1800,1800,27000,1800,0,7200,0,21600,0,5400,3600,5400,43199,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,5400
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
10799,82801,0,3600,3600,3600,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
600,4800,3600,3600,3600,16200,1800,1800,1800,23400,1800,0,5400,0,12600,0,5400,1800,5400,70199,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,28800,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,28800,3600,0,7200,0,5400,0,5400,0,3600
73799,16201,3600,3600,3600,16200,1800,0,1800,21600,3600,0,5400,0,12600,3600,5400,1800,5400,66599,0
86399,3601,3600,3600,3600,71999,0,23401,1800,28800,3600,0,3600,0,14400,0,5400,1800,5400,84599,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
50399,39601,3600,3600,3600,0,2400,0,1260,540,1800,0,4800,0,7200,18000,5400,3600,5400,71999,0
7199,84601,3600,3600,3600,5400,1800,3600,1800,19800,3600,0,5400,0,10800,7200,5400,1800,5400,5399,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
57599,34201,3600,3600,3600,1800,1800,1800,1800,9000,3600,0,3600,0,7200,7200,5400,3600,5400,75599,0
86399,5401,3600,3600,3600,1800,1800,1800,1800,0,3600,0,5400,0,7200,10800,7200,28799,0,0,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
82799,7201,3600,3600,3600,0,3600,0,1800,0,3600,1800,3600,0,12600,0,5400,1800,3600,30599,0
73799,18001,3600,3600,3600,12600,1800,0,1800,34200,3600,0,5400,0,10800,1800,5400,1800,5400,59399,0
3599,1801,3600,3600,3600,73799,0,23401,1800,28800,3600,0,3600,0,14400,0,5400,1800,5400,84599,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,75600,18000,0,5400,0,5400,0,3600
7199,84601,3600,3600,3600,1800,1800,1800,1800,23400,3600,46800,3600,0,10800,10800,5400,0,5400,46799,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
600,4800,3600,3600,3600,12600,1800,0,1800,27000,1800,0,7200,0,19800,0,5400,1800,5400,44999,0
17999,73801,3600,3600,3600,600,1800,1800,1800,0,2400,0,3600,0,22200,0,6000,3000,6000,38999,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
1800,5400,3600,3600,3600,12600,1800,1800,1800,21600,1800,0,3600,0,16200,1800,5400,5400,5400,32399,0
50399,41401,3600,3600,3600,0,3600,1800,1800,0,3600,0,3600,0,7200,0,5400,0,5400,1799,0
23399,68401,3600,3600,3600,0,3600,1800,1800,0,3600,0,3600,0,3600,0,5400,0,3600,66599,0
61199,30001,3600,3600,3600,15000,1800,0,1800,23400,3600,0,3600,0,10800,14400,5400,1800,5400,44999,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
57599,36001,3600,3600,3600,0,3600,0,3600,0,3600,7200,82800,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
7199,82801,3600,3600,3600,0,3600,0,1800,0,3600,0,3600,0,3600,0,5400,0,5400,52199,0
900,6300,3600,3600,3600,12600,1800,85200,3000,19800,1800,0,7200,0,19800,0,5400,43199,0,0,0
21599,72001,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
1800,4800,3600,3600,3600,22200,1800,1800,1800,25200,1800,0,5400,0,14400,0,3600,3600,5400,44999,0
57599,36001,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
25199,68401,3600,3600,3600,7200,1800,0,1800,30000,2400,0,5400,0,7200,0,5400,7200,5400,19799,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
46799,45001,3600,3600,3600,1800,1800,1800,1800,43200,3600,21600,5400,0,10800,0,5400,1800,3600,14399,0
75599,16201,3600,3600,3600,1800,1800,1800,1800,27000,3600,0,3600,0,10800,10800,5400,1800,5400,70199,0
82799,10801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
17999,75601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,3600,3600,0,5400,0,5400,0,5400
900,5400,3600,3600,3600,18900,1800,1800,1800,27000,1800,0,7200,0,7200,7200,5400,1800,5400,12599,0
62999,28801,3600,3600,3600,14400,1800,0,1800,28800,3600,0,5400,0,7200,12600,5400,1800,5400,44999,0
57599,33601,3600,3600,3600,13200,1800,0,1800,21600,3600,0,5400,0,9000,14400,5400,1800,3600,46799,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
600,6000,3600,3600,2400,7200,1800,0,1800,28800,1800,0,7200,0,21600,0,5400,3600,5400,80999,0
82799,10801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7800,0,5400,0,4800,0,3600
21599,68401,3600,3600,3600,0,1800,1800,1800,0,3600,0,3600,0,7200,0,4800,68999,0,0,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,28800,3600,0,7200,0,5400,0,5400,0,3600
35999,54001,3600,3600,3600,0,1800,1800,1800,0,3600,0,3600,0,7200,0,4800,1200,4800,77399,0
600,4800,3600,3600,3600,10800,1800,1800,1800,27000,1800,0,7200,0,19800,0,5400,3600,5400,25199,0
14399,79201,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,54000,39600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
57599,36001,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
34199,57601,3600,3600,3600,23400,1800,1800,1800,28800,3600,0,3600,0,7200,5400,5400,1800,5400,14399,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
82799,9001,3600,3600,3600,1800,1800,1800,1800,10800,3600,0,3600,0,9000,3600,5400,1800,5400,16199,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
1800,7200,3600,3600,3600,5400,1800,0,1800,30600,1800,0,3600,0,26100,83700,5400,3600,5400,79199,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,84600,7200,0,3600
600,5400,3600,3600,3600,9000,1800,0,1800,30600,1800,0,9000,0,19800,0,5400,1800,5400,44999,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,10800,46799,0,0,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,10800,43199,0,0,0
26999,63001,3600,3600,3600,16200,1800,0,1800,30600,3600,0,5400,0,14400,0,5400,1800,5400,12599,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
35999,54001,3600,3600,3600,0,1800,1800,1800,0,3600,0,3600,0,7200,0,4800,1200,4800,77399,0
59399,32401,3600,3600,3600,14400,1800,0,1800,21600,3600,86399,0,5401,23400,0,5400,1800,5400,44999,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
1800,5400,3600,3600,3600,12600,1800,0,1800,27000,1800,0,3600,0,14400,0,5400,5400,5400,32399,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,55801,3600,3600,3600,0,1800,0,1800,30600,5400,0,3600,0,19800,0,5400,3600,1800,32399,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,9000,84600,7200,0,3600
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
600,6600,3600,3600,3600,12600,1800,0,1800,32400,1800,0,7200,0,12600,0,5400,3600,5400,10799,0
32399,57601,3600,3600,3600,1800,1800,600,1800,24600,3600,0,3600,0,7200,18000,5400,1800,5400,28799,0
53999,39601,3600,3600,3600,0,3600,0,7200,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,55801,3600,3600,3600,1800,1800,1800,1800,5400,3600,0,3600,0,28800,0,5400,3600,3600,44999,0
68399,25201,3600,3600,3600,0,3600,1800,1800,0,3600,0,3600,0,7200,0,5400,0,5400,17999,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
5400,0,3600,3600,3600,18000,1800,0,1800,19800,1800,0,7200,16200,0,0,5400,1800,5400,84599,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,28800,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
600,6000,3600,3600,3600,13200,1800,0,1800,30600,1800,0,3600,0,18000,1800,5400,3600,5400,43199,0
71999,19801,3600,3600,3600,10800,1800,1800,1800,18000,3600,0,3600,0,10800,10800,5400,3600,7200,62999,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
73799,18001,3600,3600,3600,0,3600,0,1800,0,3600,0,3600,0,7200,1800,5400,3600,5400,21599,0
48599,41401,3600,3600,3600,0,1800,1800,1800,27000,1800,0,7200,0,14400,0,3600,7200,5400,48599,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,10799,0,0,0
3599,1,3600,3600,3600,1800,1800,1800,1800,7200,3600,0,5400,0,9000,5400,5400,3600,5400,23399,0
82799,7201,3600,3600,3600,1200,1800,1800,1800,0,4200,0,3600,0,5400,0,5400,1800,5400,35999,0
50399,39601,3600,3600,3600,600,1800,1200,1800,0,3600,0,3600,0,7200,600,4800,1200,4800,4799,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
64799,25201,3600,3600,3600,0,1800,1800,1800,0,3600,0,3600,0,7200,0,4800,1200,4800,19799,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
21599,72001,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
70199,21601,3600,3600,3600,0,3600,1800,1800,0,3600,0,3600,0,7200,0,5400,1800,5400,19799,0
7199,1,3600,3600,3600,0,3600,0,1800,0,1800,0,3600,0,7200,0,14400,43199,0,0,0
61199,28801,3600,3600,3600,1800,1800,1800,1800,12600,1800,1800,5400,0,7200,10800,5400,3600,5400,71999,0
46799,45001,3600,3600,3600,0,3600,1800,1800,0,3600,0,3600,0,7200,0,5400,0,5400,84599,0
50399,41401,3600,3600,3600,1800,1800,1800,1800,18000,3600,0,3600,0,9000,5400,5400,3600,5400,59399,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
53999,37801,3600,3600,3600,7200,1800,0,1800,23400,3600,0,5400,0,7200,18000,5400,1800,5400,43199,0
17999,75601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,9000,84600,7200,0,3600
17999,72001,3600,3600,3600,1800,1800,0,1800,84600,5400,0,5400,0,18000,3600,4200,4800,5400,39599,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
73799,18001,3600,3600,3600,12600,1800,0,1800,23400,3600,0,3600,0,12600,1800,5400,1800,5400,70199,0
43199,48601,3600,3600,3600,1800,1800,1800,1800,21600,3600,50400,3600,0,9000,5400,5400,1800,5400,86399,0
32399,59401,3600,3600,3600,0,1800,0,1800,27000,3600,0,5400,0,3600,16200,5400,1800,5400,30599,0
21599,68401,3600,3600,3600,600,1800,1200,1800,0,3600,1800,3600,0,7200,600,4200,1200,4200,61799,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
600,4800,3600,3600,3600,16200,1800,1800,1800,25200,1800,0,7200,0,18000,0,5400,3600,5400,61199,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,5400
71999,19801,3600,3600,3600,0,3600,1800,1800,0,3600,0,3600,0,7200,0,5400,1800,5400,21599,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,10800,46799,0,0,0
600,6600,3600,3600,3600,10800,1800,1800,1800,21600,1800,0,7200,0,16200,0,5400,9000,5400,26999,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
900,6900,3600,3600,3600,6600,1800,0,1800,30600,1800,0,5400,0,19800,0,5400,3600,5400,80999,0
30599,61201,3600,3600,3600,25200,1800,1800,1800,23400,3600,1800,5400,0,9000,3600,5400,1800,5400,10799,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
64799,27001,3600,3600,3600,0,3600,0,1800,0,3600,0,3600,0,7200,0,3600,1800,3600,3600,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,28800,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
7199,84601,3600,3600,3600,5400,1800,1800,1800,19800,3600,0,3600,0,14400,7200,5400,3600,5400,3599,0
50399,41401,3600,3600,3600,0,3600,1800,1800,0,3600,0,3600,0,7200,0,5400,1800,5400,86399,0
1800,1800,7200,3600,3600,16200,1800,1800,1800,27000,1800,0,7200,0,16200,0,5400,3600,5400,77399,0
46799,45001,3600,3600,3600,1800,1800,1800,1800,18000,3600,0,7200,0,5400,1800,5400,5400,5400,57599,0
36599,56401,3600,3600,3600,13800,1800,1800,1800,41400,1800,0,3600,0,7200,3600,5400,3600,5400,14399,0
7199,32401,57600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
34199,61201,0,3600,3600,1800,1800,1800,1800,21600,3600,57600,5400,0,7200,0,7200,7200,7200,66599,0
7199,84601,3600,3600,3600,5400,1800,1800,1800,23400,3600,0,7200,0,14400,3600,5400,1800,5400,1799,0
43199,46801,3600,3600,3600,1800,1800,66600,23400,0,3600,0,5400,0,9000,18000,3600,5400,5400,57599,0
1200,6000,3600,3600,3600,9000,1800,1800,1800,23400,1800,14399,0,79201,7200,5400,5400,1800,5400,68399,0
53999,37801,3600,3600,3600,1800,1800,3600,1800,0,5400,0,7200,1800,21600,0,7200,71999,0,0,0
57599,34201,3600,3600,3600,5400,1800,1800,1800,23400,3600,0,3600,0,14400,5400,5400,1800,5400,53999,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,3600,3600,5400,0,5400,0,3600
21599,72001,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,7200
79199,10801,3600,3600,3600,600,1800,1200,1800,0,3600,1800,3600,0,7200,600,4200,1200,4200,32999,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
1200,6000,3600,3600,3600,16200,1800,0,1800,25200,1800,0,7200,0,16200,0,5400,3600,5400,62999,0
68399,21601,3600,3600,3600,1200,1800,1800,1800,0,4200,0,3600,0,5400,0,5400,1800,5400,21599,0
21599,72001,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
35999,58801,4200,3600,3600,9000,1800,84600,3600,27000,3600,0,3600,9000,3600,0,3600,3600,5400,30599,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
3599,1801,3600,3600,3600,1800,1800,1800,1800,5400,2400,1200,5400,0,7200,7200,5400,1800,5400,25199,0
86399,5401,3600,3600,3600,0,1800,0,5400,27000,3600,0,5400,0,9000,3600,7200,3600,7200,82799,0
50399,39601,3600,3600,3600,0,1800,1800,1800,0,3600,0,3600,0,5400,0,5400,900,5400,6299,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,19799,0,72001,3600
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
41399,52801,3600,3600,3600,3000,1800,1800,1800,36000,1800,0,3600,0,9000,0,5400,5400,5400,34199,0
8999,81001,3600,3600,3600,0,1800,1800,1800,0,3600,0,3600,0,7200,0,9000,0,3600,48599,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,68399,0,0,0
64799,28801,3600,3600,54000,36000,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,10800,46799,0,0,0
1800,5400,3600,3600,3600,7200,1800,1800,1800,25200,1800,14399,0,79201,9000,0,5400,1800,5400,71999,0
7199,1,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,5400
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,14400,43199,0,0,0
35999,57601,3600,3600,3600,0,3600,0,3600,0,3600,28800,3600,0,7200,0,5400,0,5400,0,3600
68399,21601,3600,3600,3600,2400,1200,1800,1800,39600,1800,0,3600,0,16200,3600,3600,3600,5400,55799,0
43199,46801,3600,3600,3600,1800,1800,1800,1800,16200,3600,0,3600,0,9000,7200,5400,3600,5400,53999,0
61199,28801,3600,3600,3600,0,3600,0,1800,0,3600,0,3600,0,12600,0,3600,3600,3600,10799,0
10799,82801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,10800,46799,0,0,0
21599,68401,3600,3600,3600,600,1800,1200,1800,0,3600,1800,3600,0,7200,600,4200,1200,4200,61799,0
600,6000,3600,3600,3600,16800,1800,0,1800,28800,1800,0,7200,0,16200,0,9000,84600,5400,84599,0
64799,28801,3600,3600,3600,0,3600,0,3600,0,3600,0,3600,0,7200,0,5400,0,5400,0,3600
28799,63001,3600,3600,3600,1800,1800,1800,1800,16200,3600,0,3600,0,10800,5400,5400,3600,5400,37799,0
35999,57601,3600,3600,3600,0,3600,0,1800,0,3600,0,7200,82800,9000,0,3600,3600,3600,3600,82800
