样本id,A5,A6,A7,A8,A9,A10,A11,A12,A14,A15,A16,A17,A19,A20,A21,A22,A24,A25,A26,A27,A28,B1,B4,B5,B6,B7,B8,B9,B10,B11,B12,B14,收率
1678,14.0,29.0,-1.0,-1.0,16.0,102,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,78.0,21.0,72.0,1.0,320.0,1.0,23.0,70,1.0,45.0,1.5,0.5,1.0,1200.0,420,0.902
1565,9.0,21.0,9.5,74.0,11.5,100,12.5,102.0,13.5,103.0,14.5,104.0,300,0.5,50.0,9.0,16.0,70.0,16.5,75.0,0.5,330.0,2.0,2.5,50,8.25,27.0,1.5,1.5,-1.0,800.0,400,0.935
330,7.0,21.0,7.5,74.0,8.75,100,9.5,102.0,10.333333333333334,103.0,11.5,104.0,300,0.5,50.0,9.0,17.0,70.0,17.5,75.0,0.5,330.0,2.0,4.5,65,8.0,27.0,1.5,1.5,-1.0,800.0,400,0.943
481,6.0,21.0,-1.0,-1.0,8.0,100,9.0,101.0,10.0,102.0,11.0,105.0,200,0.5,30.0,9.0,12.5,70.0,13.0,78.0,2.0,300.0,1.0,18.5,65,20.5,40.0,1.5,1.5,-1.0,800.0,400,0.971
499,7.0,21.0,-1.0,-1.0,8.5,100,9.5,101.0,10.5,103.0,11.5,105.0,300,0.5,40.0,9.0,13.0,70.0,13.5,78.0,1.0,320.0,1.0,13.0,65,16.0,45.0,1.5,2.0,-1.0,800.0,420,0.9359999999999999
1861,14.0,30.0,-1.0,-1.0,16.0,101,17.0,102.0,18.0,103.0,19.0,105.0,200,1.0,50.0,9.0,20.0,78.0,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,420,0.971
1430,14.0,21.0,-1.0,-1.0,15.5,100,16.5,102.0,17.5,104.0,18.5,106.0,300,0.5,40.0,9.0,19.5,70.0,20.0,78.0,1.0,310.0,1.0,7.5,60,13.0,40.0,1.5,1.5,-1.0,800.0,420,0.902
1718,17.0,21.0,-1.0,-1.0,18.5,100,19.5,102.0,20.5,104.0,21.5,107.0,200,1.0,50.0,9.0,23.0,70.0,23.5,78.0,1.0,380.0,1.0,1.5,72,3.5,50.0,1.5,1.5,-1.0,800.0,400,0.902
94,6.0,29.0,-1.0,-1.0,8.0,101,9.0,103.0,10.0,105.0,11.0,107.0,200,1.0,50.0,9.0,12.0,79.0,13.0,72.0,1.0,320.0,1.0,15.0,78,17.0,45.0,1.5,1.5,1.0,1200.0,400,0.983
810,14.0,29.0,-1.0,-1.0,16.0,102,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,80.0,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,4.0,-1.0,-1.0,1200.0,440,0.902
434,23.0,21.0,-1.0,-1.0,1.0,100,2.0,102.0,3.0,104.0,4.0,106.0,100,0.5,50.0,9.0,6.0,80.0,7.0,78.0,1.0,300.0,1.0,9.0,65,10.0,50.0,1.5,1.0,-1.0,800.0,400,0.879
1108,1.0,29.0,-1.0,-1.0,3.0,102,4.0,103.0,5.0,104.0,6.0,105.0,200,1.0,50.0,9.0,7.0,80.0,8.0,73.0,1.0,320.0,1.0,10.0,80,12.0,45.0,1.5,1.5,1.0,1200.0,420,0.879
44,13.5,23.0,-1.0,-1.0,15.0,100,16.0,102.0,17.0,102.0,18.0,103.0,300,1.5,50.0,10.0,21.5,70.0,22.0,78.0,1.0,300.0,1.5,7.5,60,11.0,40.0,1.5,1.5,-1.0,800.0,400,0.9359999999999999
861,1.0,24.0,-1.0,-1.0,2.5,100,3.5,102.0,4.5,102.0,5.5,102.0,300,0.5,40.0,10.0,7.0,70.0,7.5,78.0,1.0,310.0,1.0,17.5,60,20.0,40.0,1.5,1.5,-1.0,800.0,400,0.935
1760,6.0,29.0,-1.0,-1.0,8.0,102,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,78.0,13.0,73.0,1.0,320.0,1.0,15.0,79,17.0,45.0,1.5,1.5,1.0,1200.0,420,0.902
968,8.0,21.0,-1.0,-1.0,10.0,100,11.0,100.0,12.0,101.0,13.0,103.0,320,0.5833333333333334,30.0,9.0,14.25,70.0,14.916666666666666,75.0,0.6666666666666666,300.0,1.5,17.083333333333332,49,17.083333333333332,36.0,1.75,1.5,-1.0,800.0,420,0.902
711,6.0,30.0,-1.0,-1.0,8.0,102,9.0,104.0,10.0,105.0,11.0,103.0,200,1.0,50.0,9.0,12.0,79.0,13.0,76.0,1.0,320.0,1.0,15.0,76,17.0,45.0,1.5,1.5,1.0,1200.0,400,0.902
1439,3.0,21.0,-1.0,-1.0,4.0,100,5.0,102.0,6.0,103.0,7.0,104.0,300,0.5,35.0,9.0,11.5,70.0,12.0,78.0,1.0,-1.0,2.0,0.0,60,3.0,40.0,1.5,1.5,-1.0,800.0,420,0.9470000000000001
1576,18.0,21.0,-1.0,-1.0,19.0,100,20.0,105.0,21.0,107.0,22.0,107.0,300,0.5,50.0,9.0,23.0,70.0,23.5,75.0,1.0,350.0,1.0,1.5,69,3.5,46.0,1.3333333333333333,1.5,-1.0,900.0,420,0.9590000000000001
1948,21.0,29.0,-1.0,-1.0,23.0,102,0.0,103.0,1.0,104.0,2.0,105.0,200,1.0,50.0,9.0,3.0,80.0,4.0,73.0,1.0,320.0,1.0,6.0,80,8.0,45.0,3.0,-1.0,-1.0,1200.0,440,0.935
1366,21.0,29.0,-1.0,-1.0,23.0,102,0.0,103.0,1.0,104.0,2.0,105.0,200,1.0,50.0,9.0,3.0,80.0,4.0,73.0,1.0,320.0,1.0,6.0,80,8.0,45.0,4.0,-1.0,-1.0,1200.0,440,0.902
1907,22.0,29.0,-1.0,-1.0,0.0,102,1.0,103.0,2.0,104.0,3.0,105.0,200,1.0,50.0,9.0,4.0,78.0,5.0,73.0,1.0,320.0,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,400,0.902
1648,14.0,30.0,-1.0,-1.0,16.0,100,17.0,103.0,18.0,105.0,19.0,106.0,200,1.0,50.0,9.0,20.0,79.0,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,400,0.93
1347,6.0,29.0,-1.0,-1.0,8.0,102,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80.0,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,4.0,-1.0,-1.0,1200.0,440,0.8909999999999999
766,6.0,30.0,-1.0,-1.0,8.0,102,9.0,103.0,10.0,105.0,11.0,107.0,200,1.0,50.0,9.0,12.0,80.0,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,4.0,-1.0,-1.0,1200.0,440,0.971
886,22.5,38.0,22.666666666666668,80.0,0.0,100,1.0,103.0,2.0,102.0,3.0,102.0,300,0.5,50.0,9.0,7.5,70.0,8.0,75.0,0.5,330.0,2.0,18.0,50,22.0,38.0,1.5,1.5,-1.0,800.0,400,0.902
557,18.0,29.0,-1.0,-1.0,20.0,100,21.0,103.0,22.0,104.0,23.0,105.0,200,1.0,50.0,9.0,1.0,80.0,1.0,73.0,1.0,320.0,1.0,3.0,80,5.0,45.0,1.5,1.5,1.0,1200.0,400,0.9129999999999999
1903,14.0,29.0,-1.0,-1.0,16.0,102,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,80.0,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,420,0.977
1382,21.0,29.0,-1.0,-1.0,23.0,102,0.0,104.0,1.0,105.0,2.0,106.0,200,1.0,50.0,9.0,3.0,80.0,4.0,73.0,1.0,320.0,1.0,6.0,80,8.0,45.0,4.0,-1.0,-1.0,1200.0,440,0.935
70,7.0,18.0,-1.0,-1.0,8.0,100,9.0,104.0,10.0,106.0,11.0,107.0,300,0.5,50.0,9.0,12.333333333333334,70.0,12.833333333333334,76.0,1.1666666666666667,350.0,1.0,15.0,70,16.5,45.0,1.5,1.5,-1.0,800.0,400,0.9129999999999999
515,17.0,30.0,-1.0,-1.0,18.5,100,19.5,101.0,20.5,102.0,21.5,102.0,300,0.5,50.0,9.0,1.5,70.0,2.0,78.0,1.0,350.0,1.0,12.5,65,15.0,45.0,1.5,1.5,-1.0,800.0,420,0.935
510,23.0,23.0,-1.0,-1.0,0.5,100,1.5,101.0,2.5,103.0,3.5,104.0,300,1.0,50.0,9.0,5.5,70.0,6.0,78.0,1.0,340.0,1.5,12.5,65,16.5,45.0,1.5,0.5,-1.0,800.0,420,0.935
341,17.0,38.0,17.166666666666668,82.0,19.0,100,20.0,102.0,21.0,105.0,22.0,104.0,300,0.5,50.0,9.0,2.0,70.0,2.5,75.0,0.5,350.0,1.5,13.0,65,17.0,45.0,1.5,1.5,-1.0,800.0,400,0.9179999999999999
222,6.0,29.0,-1.0,-1.0,8.0,101,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80.0,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,-1.0,400,0.93
1298,21.0,30.0,-1.0,-1.0,23.0,101,0.0,102.0,1.0,103.0,2.0,104.0,200,1.0,50.0,9.0,3.0,80.0,4.0,73.0,1.0,320.0,1.0,6.0,80,8.0,45.0,3.0,-1.0,-1.0,1200.0,440,0.902
147,6.0,29.0,-1.0,-1.0,8.0,101,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,78.0,13.0,76.0,1.0,320.0,1.0,15.0,74,17.0,45.0,2.5,2.0,1.0,1200.0,400,0.9129999999999999
1314,6.0,27.0,-1.0,-1.0,8.0,102,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80.0,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,4.0,-1.0,-1.0,1200.0,440,0.93
1054,12.0,31.0,-1.0,-1.0,13.5,100,14.5,102.0,15.5,104.0,16.5,105.0,300,0.5,50.0,9.0,18.0,70.0,18.5,78.0,1.0,360.0,1.5,8.0,65,10.0,65.0,2.0,1.5,-1.0,800.0,420,0.955
1139,8.0,29.0,-1.0,-1.0,10.0,102,11.0,103.0,12.0,104.0,13.0,105.0,200,1.0,50.0,9.0,14.0,79.0,15.0,73.0,1.0,320.0,1.0,17.0,80,19.0,45.0,1.5,1.5,1.0,1200.0,400,0.8909999999999999
804,14.0,27.0,-1.0,-1.0,16.0,102,17.0,104.0,18.0,105.0,19.0,106.0,200,1.0,50.0,9.0,20.0,80.0,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,4.0,-1.0,-1.0,1200.0,440,0.9129999999999999
509,11.0,21.0,-1.0,-1.0,12.5,100,13.5,102.0,14.5,104.0,15.5,105.0,300,0.5,50.0,9.0,17.0,70.0,17.5,78.0,1.0,340.0,1.0,2.5,65,8.0,45.0,1.5,1.5,-1.0,800.0,420,0.935
1798,22.0,30.0,-1.0,-1.0,0.0,100,1.0,103.0,2.0,105.0,3.0,107.0,200,1.0,50.0,9.0,4.0,80.0,5.0,74.0,1.0,320.0,1.0,7.0,79,9.0,45.0,1.5,1.5,1.0,1200.0,400,0.93
1562,2.0,22.0,2.5,74.0,4.0,100,0.0,102.0,1.0,103.0,2.0,104.0,300,0.5,50.0,9.0,12.5,75.0,13.0,70.0,0.5,350.0,1.5,21.0,65,4.0,45.0,1.5,1.5,-1.0,800.0,400,0.902
177,22.0,30.0,-1.0,-1.0,0.0,100,1.0,103.0,2.0,105.0,3.0,106.0,200,1.0,50.0,9.0,4.0,78.0,5.0,73.0,1.0,1200.0,1.0,7.0,79,9.0,45.0,1.5,1.5,1.0,1200.0,420,0.9229999999999999
805,21.0,29.0,-1.0,-1.0,23.0,102,0.0,103.0,1.0,104.0,2.0,105.0,200,1.0,50.0,9.0,3.0,80.0,4.0,73.0,1.0,320.0,1.0,6.0,80,8.0,45.0,3.0,-1.0,-1.0,1200.0,440,0.935
169,6.0,29.0,-1.0,-1.0,8.0,101,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,79.0,13.0,75.0,1.0,1200.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,400,0.902
1372,21.0,30.0,-1.0,-1.0,23.0,102,0.0,103.0,1.0,104.0,2.0,105.0,200,1.0,50.0,9.0,3.0,80.0,4.0,73.0,1.0,320.0,1.0,6.0,80,8.0,45.0,4.0,-1.0,-1.0,1200.0,440,0.902
1401,6.0,30.0,-1.0,-1.0,8.0,102,9.0,104.0,10.0,105.0,11.0,106.0,200,1.0,50.0,9.0,12.0,80.0,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,440,0.955
1742,6.0,30.0,-1.0,-1.0,8.0,101,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80.0,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.5,1200.0,420,0.9359999999999999
1393,21.0,29.0,-1.0,-1.0,23.0,102,0.0,103.0,1.0,104.0,2.0,105.0,200,1.0,50.0,9.0,3.0,80.0,4.0,73.0,1.0,320.0,1.0,6.0,80,8.0,45.0,3.0,-1.0,-1.0,1200.0,440,0.943
1842,6.0,30.0,-1.0,-1.0,8.0,101,9.0,103.0,10.0,104.0,11.0,104.0,200,1.0,50.0,9.0,15.0,78.0,16.0,74.0,1.0,320.0,1.0,18.0,80,20.0,45.0,1.5,1.5,1.5,1200.0,400,0.9470000000000001
130,22.0,21.0,-1.0,-1.0,23.5,100,0.5,100.0,1.5,104.0,2.5,108.0,200,1.0,50.0,9.0,4.0,70.0,4.5,78.0,1.0,380.0,1.0,6.5,71,8.5,50.0,1.5,2.0,-1.0,800.0,400,0.9129999999999999
190,22.0,29.0,-1.0,-1.0,0.0,102,1.0,103.0,2.0,104.0,3.0,105.0,200,1.0,50.0,9.0,4.0,78.0,5.0,73.0,1.0,320.0,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,400,0.943
137,22.0,29.0,-1.0,-1.0,0.0,101,1.0,103.0,2.0,104.0,3.0,105.0,200,1.0,50.0,9.0,4.0,80.0,5.0,73.0,1.0,320.0,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,420,0.9470000000000001
1471,5.5,50.0,-1.0,-1.0,7.0,101,8.0,102.0,9.0,103.0,10.0,102.0,300,0.5,50.0,9.0,11.0,70.0,11.5,75.0,0.5,360.0,2.0,19.0,65,0.0,45.0,1.5,1.5,-1.0,800.0,400,0.925
1827,14.0,29.0,-1.0,-1.0,16.0,102,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,80.0,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,420,0.8909999999999999
1279,14.0,29.0,-1.0,-1.0,16.0,101,17.0,103.0,18.0,105.0,19.0,107.0,200,1.0,50.0,9.0,20.0,78.0,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,420,0.98
895,13.0,39.0,13.166666666666666,82.0,14.666666666666666,100,15.666666666666666,103.0,16.666666666666668,104.0,17.666666666666668,103.0,300,0.5,50.0,9.0,19.0,70.0,19.5,75.0,0.5,350.0,1.0,6.0,52,10.5,45.0,1.5,1.5,-1.0,800.0,400,0.943
198,14.0,29.0,-1.0,-1.0,16.0,101,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,78.0,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,420,0.9470000000000001
291,16.0,21.0,-1.0,-1.0,17.5,100,18.5,101.0,14.5,102.0,20.5,102.0,300,0.5,30.0,10.0,5.5,70.0,6.0,78.0,1.0,320.0,1.0,13.0,60,15.5,40.0,1.5,3.5,-1.0,800.0,400,0.93
1936,21.0,29.0,-1.0,-1.0,23.0,102,0.0,103.0,1.0,104.0,2.0,105.0,200,1.0,50.0,9.0,3.0,80.0,4.0,73.0,1.0,320.0,1.0,6.0,80,8.0,45.0,3.0,-1.0,-1.0,1200.0,440,0.9179999999999999
37,17.5,24.0,-1.0,-1.0,19.0,100,20.0,102.0,21.0,102.0,22.0,102.0,300,0.5,50.0,10.0,3.5,70.0,4.0,78.0,1.0,310.0,1.5,13.5,60,16.0,40.0,1.5,1.5,-1.0,800.0,400,0.995
768,21.0,28.0,-1.0,-1.0,23.0,102,0.0,104.0,1.0,105.0,2.0,106.0,200,1.0,50.0,9.0,3.0,80.0,4.0,73.0,1.0,310.0,1.0,6.0,80,8.0,45.0,3.5,-1.0,-1.0,1200.0,440,0.943
233,22.0,30.0,-1.0,-1.0,0.0,100,1.0,104.0,2.0,105.0,3.0,107.0,200,1.0,50.0,9.0,4.0,80.0,5.0,73.0,1.0,320.0,1.0,7.0,79,9.0,45.0,1.5,1.5,1.0,1200.0,420,0.925
646,22.0,29.0,-1.0,-1.0,0.0,101,1.0,103.0,2.0,104.0,3.0,105.0,200,1.0,50.0,9.0,4.0,80.0,5.0,73.0,1.0,320.0,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,420,0.902
34,14.5,22.0,-1.0,-1.0,15.5,100,16.5,104.0,17.5,106.0,18.5,105.0,300,0.5,40.0,9.0,19.5,70.0,20.0,78.0,1.0,300.0,1.0,6.0,60,12.0,40.0,1.5,1.5,-1.0,800.0,440,0.902
1113,18.0,29.0,-1.0,-1.0,20.0,102,21.0,103.0,22.0,104.0,23.0,105.0,200,1.0,50.0,9.0,0.0,78.0,1.0,73.0,1.0,320.0,1.0,3.0,80,5.0,45.0,1.5,1.5,1.0,1200.0,400,0.983
1932,14.0,29.0,-1.0,-1.0,16.0,102,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,80.0,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,4.0,-1.0,-1.0,1200.0,460,0.902
1069,12.5,21.0,-1.0,-1.0,14.0,100,15.0,102.0,16.0,104.0,17.0,105.0,300,0.5,50.0,9.0,18.5,70.0,19.0,78.0,0.5,330.0,1.5,21.0,65,0.0,45.0,1.5,1.5,-1.0,800.0,420,0.983
866,18.5,24.0,-1.0,-1.0,20.0,100,21.0,102.0,22.0,103.0,23.0,104.0,300,0.5,30.0,9.0,6.0,70.0,6.5,78.0,1.0,300.0,1.5,17.5,60,19.5,40.0,1.5,1.5,-1.0,800.0,400,0.971
342,2.5,36.0,2.75,80.0,4.5,100,5.5,102.0,6.5,104.0,7.5,104.0,300,0.5,50.0,9.0,12.5,70.0,15.0,75.0,0.5,360.0,2.0,22.0,56,1.0,28.0,1.5,1.5,-1.0,800.0,400,0.89
1086,22.0,28.0,-1.0,-1.0,23.5,100,0.5,101.0,1.5,103.0,2.5,105.0,300,0.5,50.0,9.0,5.5,70.0,6.0,78.0,1.0,340.0,1.5,15.5,65,19.0,45.0,1.5,1.5,-1.0,800.0,400,0.971
1448,17.0,23.0,-1.0,-1.0,18.0,100,19.0,102.0,20.0,102.0,21.0,102.0,300,0.5,50.0,10.0,1.5,70.0,2.0,78.0,1.0,310.0,1.5,13.5,60,16.0,45.0,1.5,2.0,-1.0,800.0,400,0.902
200,6.0,29.0,-1.0,-1.0,8.0,102,9.0,104.0,10.0,106.0,11.0,107.0,200,1.0,50.0,9.0,12.0,80.0,13.0,72.0,1.0,320.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,400,0.943
430,6.0,20.0,-1.0,-1.0,7.5,100,8.5,102.0,9.5,104.0,10.5,106.0,100,0.5,50.0,9.0,11.5,80.0,12.0,78.0,1.0,280.0,1.0,14.0,65,16.0,45.0,1.5,1.0,-1.0,800.0,400,0.8909999999999999
1723,22.0,29.0,-1.0,-1.0,0.0,101,1.0,103.0,2.0,105.0,3.0,107.0,200,1.0,50.0,9.0,4.0,80.0,5.0,73.0,1.0,320.0,1.0,7.0,79,9.0,45.0,1.5,1.5,1.0,1200.0,400,0.93
1419,5.0,24.0,-1.0,-1.0,6.0,100,7.5,102.0,8.5,103.0,9.5,104.0,300,0.5,30.0,9.0,12.0,70.0,12.5,78.0,0.5,310.0,1.5,20.5,60,3.0,45.0,1.5,1.5,-1.0,800.0,420,0.9590000000000001
1965,14.0,29.0,-1.0,-1.0,16.0,102,17.0,104.0,18.0,105.0,19.0,106.0,200,1.0,50.0,9.0,20.0,80.0,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,4.0,-1.0,-1.0,1200.0,440,0.983
877,6.5,21.0,7.0,73.0,8.25,100,9.25,104.0,10.25,102.0,11.25,104.0,300,0.5,20.0,9.0,14.5,70.0,15.0,75.0,0.5,330.0,2.0,3.5,65,8.0,28.0,1.5,2.0,-1.0,800.0,400,0.9670000000000001
731,22.0,27.0,-1.0,-1.0,23.5,102,0.5,104.0,1.5,105.0,2.5,106.0,200,1.0,50.0,9.0,3.5,80.0,4.5,73.0,1.0,320.0,1.0,6.5,80,8.0,45.0,4.0,-1.0,-1.0,1200.0,440,0.9129999999999999
920,3.75,40.0,3.8333333333333335,80.0,5.75,100,6.75,103.0,7.75,102.0,8.75,103.0,300,0.5,50.0,9.0,12.0,70.0,12.5,75.0,0.5,370.0,2.0,19.5,60,3.0,45.0,1.5,1.5,-1.0,800.0,400,0.985
298,13.0,21.0,-1.0,-1.0,14.5,100,15.5,101.0,16.5,103.0,17.5,103.0,300,0.5,40.0,10.0,18.0,70.0,18.5,78.0,1.0,300.0,1.5,7.5,65,11.0,40.0,1.5,1.5,-1.0,800.0,400,0.9470000000000001
74,14.0,29.0,-1.0,-1.0,16.0,102,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,80.0,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,400,0.879
1418,18.0,24.0,-1.0,-1.0,19.5,100,20.5,102.0,21.5,104.0,22.5,104.0,300,0.5,40.0,10.0,0.5,70.0,1.0,78.0,1.0,310.0,1.0,12.5,60,15.5,40.0,1.5,1.5,-1.0,800.0,420,0.8909999999999999
808,21.0,27.0,-1.0,-1.0,23.0,102,0.0,104.0,1.0,105.0,2.0,106.0,200,1.0,50.0,9.0,3.0,80.0,4.0,73.0,1.0,320.0,1.0,6.0,80,8.0,45.0,4.0,-1.0,-1.0,1200.0,440,0.8909999999999999
548,3.0,21.0,-1.0,-1.0,4.5,100,5.5,102.0,6.5,103.0,7.5,104.0,300,0.5,50.0,9.0,9.0,70.0,9.5,78.0,1.0,340.0,1.0,18.5,65,0.0,45.0,1.5,1.5,-1.0,800.0,440,0.8909999999999999
1604,0.0,21.0,-1.0,-1.0,1.5,100,2.5,103.0,3.5,103.0,4.5,105.0,300,0.5,30.0,9.0,6.0,70.0,6.5,78.0,1.0,200.0,1.5,9.5,65,12.5,45.0,2.0,-1.0,-1.0,400.0,280,0.9129999999999999
1566,17.0,21.0,17.5,73.0,19.0,100,20.0,102.0,21.0,104.0,22.0,103.0,300,0.5,50.0,9.0,1.5,75.0,2.0,70.0,0.5,330.0,2.0,13.0,65,17.0,45.0,1.5,1.5,-1.0,800.0,400,0.902
950,18.0,22.0,-1.0,-1.0,19.0,100,20.0,104.0,21.0,106.0,22.0,106.0,300,0.5,50.0,10.0,23.0,70.0,23.5,76.0,1.0,340.0,1.0,2.0,68,4.0,45.0,1.3333333333333333,1.0,-1.0,800.0,400,0.925
1843,14.0,29.0,-1.0,-1.0,16.0,101,17.0,103.0,18.0,104.0,19.0,104.0,200,1.0,50.0,9.0,20.0,79.0,21.0,75.0,1.0,330.0,1.0,23.0,79,1.0,45.0,1.5,1.5,1.5,1200.0,420,0.9229999999999999
1821,14.0,30.0,-1.0,-1.0,16.0,101,17.0,103.0,18.0,106.0,19.0,107.0,200,1.0,50.0,9.0,20.0,78.0,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,420,0.93
1828,22.0,29.0,-1.0,-1.0,0.0,101,1.0,103.0,2.0,104.0,3.0,105.0,200,1.0,50.0,9.0,4.0,80.0,5.0,73.0,1.0,320.0,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,420,0.902
822,14.0,27.0,-1.0,-1.0,16.0,102,17.0,104.0,18.0,105.0,19.0,106.0,200,1.0,50.0,9.0,20.0,80.0,21.0,73.0,1.0,320.0,1.0,23.0,80,1.0,45.0,4.0,-1.0,-1.0,1200.0,440,0.93
664,22.0,29.0,-1.0,-1.0,0.0,101,1.0,103.0,2.0,104.0,3.0,105.0,200,1.0,50.0,9.0,4.0,80.0,5.0,73.0,1.0,320.0,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,420,0.902
1242,14.0,29.0,-1.0,-1.0,16.0,101,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,78.0,21.0,73.0,1.0,320.0,1.0,7.0,80,9.0,45.0,1.5,1.5,1.0,1200.0,400,0.902
1564,20.5,38.0,21.0,80.0,22.5,100,23.5,102.0,0.5,103.0,1.5,102.0,300,0.5,50.0,10.0,7.5,70.0,8.0,55.0,0.5,330.0,2.0,17.0,52,21.0,30.0,1.5,1.5,-1.0,800.0,400,0.8909999999999999
1811,6.0,29.0,-1.0,-1.0,8.0,101,9.0,103.0,10.0,105.0,11.0,107.0,200,1.0,50.0,9.0,12.0,79.0,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,400,0.935
1928,6.0,29.0,-1.0,-1.0,8.0,101,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80.0,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,4.0,-1.0,-1.0,1200.0,440,0.93
624,6.0,29.0,-1.0,-1.0,8.0,102,9.0,103.0,10.0,105.0,11.0,107.0,200,1.0,50.0,9.0,12.0,80.0,13.0,73.0,1.0,320.0,1.0,15.0,79,17.0,45.0,1.5,1.5,1.0,1200.0,400,0.9670000000000001
1693,6.0,29.0,-1.0,-1.0,8.0,102,9.0,103.0,10.0,104.0,11.0,105.0,200,1.0,50.0,9.0,12.0,80.0,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,420,0.9470000000000001
1662,6.0,29.0,-1.0,-1.0,8.0,100,9.0,102.0,10.0,103.0,11.0,105.0,200,1.0,50.0,9.0,12.0,78.0,13.0,73.0,1.0,320.0,1.0,15.0,80,17.0,45.0,1.5,1.5,1.0,1200.0,400,0.902
1446,23.0,21.0,-1.0,-1.0,0.0,100,1.0,102.0,2.0,103.0,3.0,104.0,300,0.0,50.0,9.0,6.5,70.0,7.0,78.0,1.0,310.0,1.5,17.0,62,21.0,40.0,1.5,1.5,-1.0,800.0,400,0.902
1719,22.5,21.0,-1.0,-1.0,0.0,100,1.0,100.0,2.0,104.0,3.0,108.0,200,1.0,50.0,10.0,4.5,70.0,5.0,78.0,1.0,380.0,1.0,7.0,72,9.0,45.0,1.5,1.5,-1.0,800.0,400,0.9590000000000001
1163,8.0,29.0,-1.0,-1.0,10.0,101,11.0,103.0,12.0,104.0,13.0,105.0,200,1.0,50.0,9.0,14.0,80.0,15.0,73.0,0.5,320.0,1.0,17.0,80,19.0,45.0,1.5,1.5,1.0,1200.0,400,0.983
213,14.0,29.0,-1.0,-1.0,16.0,102,17.0,103.0,18.0,104.0,19.0,105.0,200,1.0,50.0,9.0,20.0,78.0,21.0,72.0,1.0,320.0,1.0,23.0,80,1.0,45.0,1.5,1.5,1.0,1200.0,420,0.971
